ARRIVAL_DATETIME,ORIGIN_AIRPORT,DESTINATION_AIRPORT,CANCELLATION_REASON,AIRLINE_DELAY
2015-12-12 20:00:00,MDW,ATL,Weather,
2015-12-12 22:00:00,MDW,ATL,Weather,
2015-12-14 13:00:00,HPN,ATL,Weather,
2015-12-14 15:00:00,HPN,ATL,Weather,
2015-12-14 18:00:00,RST,ATL,Weather,
2015-12-14 18:00:00,HPN,ATL,Weather,
2015-12-15 08:00:00,HPN,ATL,Weather,
2015-12-15 12:00:00,DEN,ATL,Weather,
2015-12-16 00:00:00,DEN,ATL,Weather,
2015-12-16 07:00:00,LAS,ATL,Weather,
2015-12-18 08:00:00,HPN,ATL,Weather,
2015-12-20 19:00:00,ASE,ATL,Weather,
2015-12-22 13:00:00,ROA,ATL,Weather,
2015-12-22 16:00:00,ROA,ATL,Weather,
2015-12-22 18:00:00,ROA,ATL,Weather,
2015-12-23 13:00:00,ROA,ATL,Weather,
2015-12-23 19:00:00,ASE,ATL,Weather,
2015-12-23 18:00:00,AGS,ATL,Weather,
2015-12-24 07:00:00,DHN,ATL,Weather,
2015-12-24 08:00:00,PHF,ATL,Weather,
2015-12-24 09:00:00,BMI,ATL,Weather,
2015-12-24 09:00:00,HPN,ATL,Weather,
2015-12-24 08:00:00,GSP,ATL,Weather,
2015-12-24 10:00:00,BTR,ATL,Weather,
2015-12-24 11:00:00,MDW,ATL,Weather,
2015-12-24 11:00:00,DCA,ATL,Weather,
2015-12-24 13:00:00,MSP,ATL,Weather,
2015-12-24 12:00:00,FLL,ATL,Weather,
2015-12-24 13:00:00,MKE,ATL,Weather,
2015-12-24 13:00:00,HOU,ATL,Weather,
2015-12-24 12:00:00,GPT,ATL,Weather,
2015-12-24 13:00:00,MCI,ATL,Weather,
2015-12-24 12:00:00,GSP,ATL,Weather,
2015-12-24 14:00:00,BOS,ATL,Weather,
2015-12-24 12:00:00,TPA,ATL,Weather,
2015-12-24 13:00:00,DTW,ATL,Weather,
2015-12-24 13:00:00,RIC,ATL,Weather,
2015-12-24 12:00:00,CHA,ATL,Weather,
2015-12-24 13:00:00,DCA,ATL,Weather,
2015-12-24 14:00:00,LFT,ATL,Weather,
2015-12-24 14:00:00,ORD,ATL,Weather,
2015-12-24 13:00:00,CMH,ATL,Weather,
2015-12-24 14:00:00,STL,ATL,Weather,
2015-12-24 13:00:00,ROA,ATL,Weather,
2015-12-24 14:00:00,EVV,ATL,Weather,
2015-12-24 14:00:00,MDW,ATL,Weather,
2015-12-24 13:00:00,IND,ATL,Weather,
2015-12-24 13:00:00,LEX,ATL,Weather,
2015-12-24 13:00:00,RDU,ATL,Weather,
2015-12-24 13:00:00,CRW,ATL,Weather,
2015-12-24 13:00:00,JAX,ATL,Weather,
2015-12-24 14:00:00,MEM,ATL,Weather,
2015-12-24 13:00:00,VLD,ATL,Weather,
2015-12-24 13:00:00,TRI,ATL,Weather,
2015-12-24 14:00:00,BWI,ATL,Weather,
2015-12-24 14:00:00,MDT,ATL,Weather,
2015-12-24 15:00:00,PVD,ATL,Weather,
2015-12-24 15:00:00,ORD,ATL,Weather,
2015-12-24 14:00:00,RIC,ATL,Weather,
2015-12-24 15:00:00,DAL,ATL,Weather,
2015-12-24 14:00:00,SDF,ATL,Weather,
2015-12-24 16:00:00,MDW,ATL,Weather,
2015-12-24 15:00:00,STL,ATL,Weather,
2015-12-24 15:00:00,PHL,ATL,Weather,
2015-12-24 18:00:00,DEN,ATL,Weather,
2015-12-24 14:00:00,GNV,ATL,Weather,
2015-12-24 15:00:00,BTR,ATL,Weather,
2015-12-24 15:00:00,FLL,ATL,Weather,
2015-12-24 14:00:00,SAV,ATL,Weather,
2015-12-24 15:00:00,MSY,ATL,Weather,
2015-12-24 14:00:00,AVL,ATL,Weather,
2015-12-24 16:00:00,OMA,ATL,Weather,
2015-12-24 14:00:00,AGS,ATL,Weather,
2015-12-24 16:00:00,MOB,ATL,Weather,
2015-12-24 15:00:00,MCO,ATL,Weather,
2015-12-24 15:00:00,TPA,ATL,Weather,
2015-12-24 16:00:00,PBI,ATL,Weather,
2015-12-24 15:00:00,OAJ,ATL,Weather,
2015-12-24 16:00:00,LFT,ATL,Weather,
2015-12-24 16:00:00,ROA,ATL,Weather,
2015-12-24 15:00:00,FAY,ATL,Weather,
2015-12-24 17:00:00,HOU,ATL,Weather,
2015-12-24 16:00:00,DHN,ATL,Weather,
2015-12-24 17:00:00,AEX,ATL,Weather,
2015-12-24 15:00:00,GSP,ATL,Weather,
2015-12-24 15:00:00,TYS,ATL,Weather,
2015-12-24 17:00:00,SGF,ATL,Weather,
2015-12-24 16:00:00,GSO,ATL,Weather,
2015-12-24 15:00:00,JAX,ATL,Weather,
2015-12-24 16:00:00,CRW,ATL,Weather,
2015-12-24 16:00:00,MLB,ATL,Weather,
2015-12-24 17:00:00,MLU,ATL,Weather,
2015-12-24 16:00:00,TRI,ATL,Weather,
2015-12-24 17:00:00,LGA,ATL,Weather,
2015-12-24 17:00:00,VPS,ATL,Weather,
2015-12-24 16:00:00,RDU,ATL,Weather,
2015-12-24 17:00:00,BWI,ATL,Weather,
2015-12-24 17:00:00,BTR,ATL,Weather,
2015-12-24 17:00:00,RSW,ATL,Weather,
2015-12-24 16:00:00,CHA,ATL,Weather,
2015-12-24 17:00:00,ILM,ATL,Weather,
2015-12-24 16:00:00,GNV,ATL,Weather,
2015-12-24 18:00:00,HPN,ATL,Weather,
2015-12-24 17:00:00,MCO,ATL,Weather,
2015-12-24 18:00:00,XNA,ATL,Weather,
2015-12-24 18:00:00,MSY,ATL,Weather,
2015-12-24 17:00:00,MGM,ATL,Weather,
2015-12-24 17:00:00,TLH,ATL,Weather,
2015-12-24 19:00:00,OKC,ATL,Weather,
2015-12-24 17:00:00,EWN,ATL,Weather,
2015-12-24 18:00:00,MOB,ATL,Weather,
2015-12-24 19:00:00,DFW,ATL,Weather,
2015-12-24 18:00:00,JAN,ATL,Weather,
2015-12-24 18:00:00,GTR,ATL,Weather,
2015-12-24 18:00:00,AVL,ATL,Weather,
2015-12-24 19:00:00,MYR,ATL,Weather,
2015-12-25 13:00:00,EYW,ATL,Weather,
2015-12-25 16:00:00,GRK,ATL,Weather,
2015-12-26 21:00:00,DFW,ATL,Weather,
2015-12-26 23:00:00,DAL,ATL,Weather,
2015-12-26 00:00:00,DFW,ATL,Weather,
2015-12-27 08:00:00,FAY,ATL,Weather,
2015-12-27 08:00:00,PHF,ATL,Weather,
2015-12-27 08:00:00,OAJ,ATL,Weather,
2015-12-27 08:00:00,EWN,ATL,Weather,
2015-12-27 12:00:00,DFW,ATL,Weather,
2015-12-27 17:00:00,LAX,ATL,Weather,
2015-12-27 14:00:00,DFW,ATL,Weather,
2015-12-27 20:00:00,LIT,ATL,Weather,
2015-12-27 19:00:00,BHM,ATL,Weather,
2015-12-27 00:00:00,DFW,ATL,Weather,
2015-12-27 03:00:00,DFW,ATL,Weather,
2015-12-28 09:00:00,OKC,ATL,Weather,
2015-12-28 10:00:00,IAH,ATL,Weather,
2015-12-28 11:00:00,MDW,ATL,Weather,
2015-12-28 13:00:00,MKE,ATL,Weather,
2015-12-28 11:00:00,AGS,ATL,Weather,
2015-12-28 14:00:00,ORD,ATL,Weather,
2015-12-28 15:00:00,ORD,ATL,Weather,
2015-12-28 15:00:00,MDW,ATL,Weather,
2015-12-28 17:00:00,DTW,ATL,Weather,
2015-12-28 18:00:00,XNA,ATL,Weather,
2015-12-28 19:00:00,DFW,ATL,Weather,
2015-12-28 19:00:00,ORD,ATL,Weather,
2015-12-28 19:00:00,MDW,ATL,Weather,
2015-12-28 20:00:00,MKE,ATL,Weather,
2015-12-28 21:00:00,ORD,ATL,Weather,
2015-12-28 20:00:00,DTW,ATL,Weather,
2015-12-28 21:00:00,MDW,ATL,Weather,
2015-12-28 22:00:00,ORD,ATL,Weather,
2015-12-28 23:00:00,ORD,ATL,Weather,
2015-12-28 23:00:00,MDW,ATL,Weather,
2015-12-29 09:00:00,GRB,ATL,Weather,
2015-12-29 10:00:00,FLL,ATL,Weather,
2015-12-29 17:00:00,LAX,ATL,Weather,
2015-12-29 14:00:00,DFW,ATL,Weather,
2015-12-29 14:00:00,FWA,ATL,Weather,
2015-12-29 15:00:00,XNA,ATL,Weather,
2015-12-29 17:00:00,TYS,ATL,Weather,
2015-12-30 08:00:00,PHF,ATL,Weather,
2015-12-30 08:00:00,JAN,ATL,Weather,
2015-12-30 08:00:00,RIC,ATL,Weather,
2015-12-30 09:00:00,EWR,ATL,Weather,
2015-12-30 15:00:00,DEN,ATL,Weather,
2015-12-30 15:00:00,GSP,ATL,Weather,
2015-12-30 17:00:00,JAN,ATL,Weather,
2015-12-30 17:00:00,ILM,ATL,Weather,
2015-12-30 19:00:00,PIA,ATL,Weather,
2015-12-30 20:00:00,AEX,ATL,Weather,
2015-12-30 20:00:00,HPN,ATL,Weather,
2015-12-30 20:00:00,AVL,ATL,Weather,
2015-12-30 21:00:00,HSV,ATL,Weather,
2015-12-31 08:00:00,ABE,ATL,Weather,
2015-12-31 07:00:00,VLD,ATL,Weather,
2015-12-31 09:00:00,CAE,ATL,Weather,
